result_id,fighter_name,fight_id,elo_before,elo_after
1951,Marth,867,1446.23,1456.04
1952,Samus,868,1555.02,1545.24
1953,Meta Knight,868,1603.87,1613.65
1954,Pikachu,869,1634.95,1648.63
1955,Kirby,869,1671.61,1657.93
1956,Sonic,870,1537.94,1551.33
1957,Yoshi,870,1568.15,1554.76
1958,Lucario,871,1469.98,1477.6
1959,Ganondorf,871,1370.26,1362.64
1960,Mr Game & Watch,872,1555.0,1562.65
1961,Marth,872,1456.04,1448.39
1962,Mario,873,1554.85,1543.13
1963,Ness,873,1560.94,1572.66
1964,Captain Falcon,874,1521.04,1515.69
1965,Link,874,1549.2,1559.3
1966,Falco,874,1493.98,1489.23
1967,Pit,875,1574.16,1570.67
1968,Luigi,875,1607.46,1618.37
1969,Fox,875,1526.31,1523.52
1970,Pikachu,875,1648.63,1644.0
1971,Fox,876,1523.52,1509.43
1972,Lucario,876,1477.6,1491.69
1973,Pokemon Trainer,877,1325.16,1319.9
1974,King Dedede,877,1490.76,1496.02
1975,Diddy Kong,878,1495.07,1501.45
1976,Ganondorf,878,1362.64,1356.26
1977,Falco,879,1489.23,1483.12
1978,Lucas,879,1484.48,1498.55
1979,Ness,879,1572.66,1564.7
1980,Toon Link,880,1572.28,1558.94
1981,Mario,880,1543.13,1556.47
1982,Ice Climbers,881,1295.94,1290.26
1983,Marth,881,1448.39,1454.07
1984,Meta Knight,882,1613.65,1620.48
1985,Dk,882,1493.58,1486.75
1986,Zelda,883,1388.31,1385.35
1987,Pikachu,883,1644.0,1646.96
1988,Rob,884,1522.99,1531.07
1989,Snake,884,1429.55,1425.61
1990,Olimar,884,1439.46,1435.32
1991,Kirby,885,1657.93,1649.49
1992,Samus,885,1545.24,1560.27
1993,Pit,885,1570.67,1564.09
1994,Jigglypuff,886,1303.53,1300.57
1995,Link,886,1559.3,1562.26
1996,Ganondorf,887,1356.26,1352.08
1997,Toon Link,887,1558.94,1563.12
1998,Mario,888,1556.47,1565.55
1999,Lucario,888,1491.69,1482.61
2000,Wario,889,1487.99,1501.26
2001,Captain Falcon,889,1515.69,1502.42
2002,Fox,890,1509.43,1505.31
2003,Diddy Kong,890,1501.45,1510.82
2004,Lucas,890,1498.55,1494.59
2005,Peach,890,1286.8,1285.51
2006,Sonic,891,1551.33,1558.31
2007,Olimar,891,1435.32,1428.34
2008,Luigi,892,1618.37,1600.78
2009,Dk,892,1486.75,1504.34
2010,Wolf,893,1607.95,1612.7
2011,Snake,893,1425.61,1420.86
2012,Marth,894,1454.07,1446.49
2013,Yoshi,894,1554.76,1562.34
2014,Samus,895,1560.27,1575.56
2015,Meta Knight,895,1620.48,1613.12
2016,Pikachu,895,1646.96,1639.03
2017,Peach,896,1285.51,1305.66
2018,Pokemon Trainer,896,1319.9,1339.12
2019,Jigglypuff,896,1300.57,1320.33
2020,Wario,896,1501.26,1442.12
2021,King Dedede,897,1496.02,1501.99
2022,Ganondorf,897,1352.08,1346.11
2023,Toon Link,898,1563.12,1572.37
2024,Captain Falcon,898,1502.42,1493.17
2025,Mario,899,1565.55,1575.07
2026,Diddy Kong,899,1510.82,1501.3
2027,Link,900,1562.26,1570.7
2028,Lucario,900,1482.61,1474.17
2029,Mr Game & Watch,901,1562.65,1565.29
2030,Ice Climbers,901,1290.26,1287.62
2031,Olimar,902,1428.34,1418.86
2032,Bowser,902,1483.95,1493.43
2033,Zelda,903,1385.35,1380.49
2034,Pit,903,1564.09,1568.95
2035,Yoshi,904,1562.34,1552.63
2036,Wolf,904,1612.7,1622.41
2037,Dk,905,1504.34,1519.54
2038,Samus,905,1575.56,1560.36
2039,Ness,906,1564.7,1567.93
2040,Peach,906,1305.66,1304.7
2041,Pokemon Trainer,906,1339.12,1337.92
2042,Jigglypuff,906,1320.33,1319.27
2043,Sonic,907,1558.31,1573.2
2044,Wolf,907,1622.41,1607.52
2045,Mr Game & Watch,908,1565.29,1575.72
2046,Rob,908,1531.07,1520.64
2047,Lucario,909,1474.17,1487.41
2048,Diddy Kong,909,1501.3,1488.06
2049,Link,910,1570.7,1582.9
2050,Mario,910,1575.07,1562.87
2051,Luigi,911,1600.78,1610.04
2052,Samus,911,1560.36,1555.28
2053,Dk,911,1519.54,1515.35
2054,King Dedede,912,1501.99,1513.65
2055,Lucas,912,1494.59,1482.93
2056,Ganondorf,913,1346.11,1356.55
2057,Peach,913,1304.7,1299.65
2058,Jigglypuff,913,1319.27,1313.89
2059,Ike,914,1477.38,1459.51
2060,Pokemon Trainer,914,1337.92,1355.79
2061,Mario,915,1562.87,1571.73
2062,Captain Falcon,915,1493.17,1484.31
2063,Fox,916,1505.31,1497.88
2064,Wario,916,1442.12,1456.48
2065,Falco,916,1483.12,1476.18
2066,Yoshi,917,1552.63,1533.68
2067,Zelda,917,1380.49,1399.44
2068,Meta Knight,918,1613.12,1620.82
2069,Dk,918,1515.35,1507.65
2070,Pit,919,1568.95,1577.57
2071,Bowser,919,1493.43,1484.81
2072,Marth,920,1446.49,1461.82
2073,Rob,920,1520.64,1505.31
2074,Samus,921,1555.28,1545.65
2075,Wolf,921,1607.52,1617.15
2076,Diddy Kong,922,1488.06,1482.36
2077,King Dedede,922,1513.65,1507.95
2078,Wario,922,1456.48,1462.18
2079,Mario,922,1571.73,1577.43
2080,Ganondorf,923,1356.55,1368.52
2081,Pokemon Trainer,923,1355.79,1343.82
2082,Lucario,924,1487.41,1503.0
2083,Ness,924,1567.93,1552.34
2084,Fox,925,1497.88,1484.88
2085,Falco,925,1476.18,1489.18
2086,Lucas,926,1482.93,1474.89
2087,Toon Link,926,1572.37,1580.41
2088,Rob,927,1505.31,1497.89
2089,Luigi,927,1610.04,1617.46
2090,Yoshi,928,1533.68,1540.79
2091,Snake,928,1420.86,1413.75
2092,Olimar,929,1418.86,1401.28
2093,Ice Climbers,929,1287.62,1305.2
2094,Dk,930,1507.65,1516.77
2095,Bowser,930,1484.81,1479.33
2096,Zelda,930,1399.44,1395.8
2097,Meta Knight,931,1620.82,1630.85
2098,Pit,931,1577.57,1567.54
2099,Lucas,932,1474.89,1482.25
2100,Ness,932,1552.34,1557.05
2101,Ganondorf,932,1368.52,1356.46
2102,Ike,933,1459.51,1465.42
2103,Jigglypuff,933,1313.89,1307.98
2104,Link,934,1582.9,1585.35
2105,Peach,934,1299.65,1297.2
2106,Mario,935,1577.43,1560.44
2107,Wario,935,1462.18,1479.17
2108,Diddy Kong,936,1482.36,1495.53
2109,King Dedede,936,1507.95,1494.78
2110,Ice Climbers,937,1305.2,1297.93
2111,Snake,937,1413.75,1421.02
2112,Rob,938,1497.89,1505.63
2113,Olimar,938,1401.28,1393.54
2114,Sonic,939,1573.2,1581.05
2115,Bowser,939,1479.33,1471.48
2116,Kirby,940,1649.49,1656.95
2117,Samus,940,1545.65,1538.19
2118,Pikachu,941,1639.03,1646.71
2119,Yoshi,941,1540.79,1533.11
2120,Mr Game & Watch,942,1575.72,1582.79
2121,Marth,942,1461.82,1454.75
2122,Ness,943,1557.05,1560.96
2123,Pokemon Trainer,943,1343.82,1339.91
2124,Lucario,944,1503.0,1508.88
2125,Ganondorf,944,1356.46,1350.58
2126,Sonic,945,1581.05,1590.15
2127,Dk,945,1516.77,1507.67
2128,Mario,946,1560.44,1549.36
2129,Toon Link,946,1580.41,1591.49
2130,Toon Link,947,1591.49,1603.21
2131,Link,947,1585.35,1573.63
2132,Toon Link,948,1603.21,1609.89
2133,Wario,948,1479.17,1472.49
2134,Toon Link,949,1609.89,1592.94
2135,Diddy Kong,949,1495.53,1512.48
2136,Wolf,950,1617.15,1606.97
2137,Kirby,950,1656.95,1667.13
2138,Kirby,951,1667.13,1678.19
2139,Pikachu,951,1646.71,1635.65
2140,Kirby,952,1678.19,1663.44
2141,Luigi,952,1617.46,1632.21
2142,Luigi,953,1632.21,1620.15
2143,Meta Knight,953,1630.85,1642.91
2144,Bowser,954,1471.48,1484.55
2145,King Dedede,954,1494.78,1481.71
2146,Wario,955,1472.49,1434.74
2147,Peach,955,1297.2,1316.24
2148,Jigglypuff,955,1307.98,1326.69
2149,Rob,956,1505.63,1511.23
2150,Ganondorf,956,1350.58,1344.98
2151,Ness,957,1560.96,1546.59
2152,Lucario,957,1508.88,1523.25
2153,Link,958,1573.63,1558.86
2154,Diddy Kong,958,1512.48,1527.25
2155,Ike,959,1465.42,1475.39
2156,Snake,959,1421.02,1411.05
2157,Pit,960,1567.54,1569.61
2158,Yoshi,960,1533.11,1535.18
2159,Ice Climbers,960,1297.93,1295.86
2160,Olimar,960,1393.54,1391.47
2161,Dk,961,1507.67,1524.03
2162,Wolf,961,1606.97,1590.61
2163,Samus,962,1538.19,1546.47
2164,Marth,962,1454.75,1446.47
2165,Luigi,963,1620.15,1634.13
2166,Kirby,963,1663.44,1649.46
2167,Pokemon Trainer,964,1339.91,1335.19
2168,Lucario,964,1523.25,1527.97
2169,Rob,965,1511.23,1521.99
2170,Captain Falcon,965,1484.31,1473.55
2171,Mario,966,1549.36,1553.12
2172,Lucas,966,1482.25,1486.01
2173,King Dedede,966,1481.71,1477.95
2174,Ganondorf,966,1344.98,1341.22
2175,Link,967,1558.86,1562.2
2176,Jigglypuff,967,1326.69,1324.96
2177,Peach,967,1316.24,1314.63
2178,Toon Link,968,1592.94,1600.23
2179,Fox,968,1484.88,1477.59
2180,Falco,969,1489.18,1497.05
2181,Zelda,969,1395.8,1387.93
2182,Ice Climbers,970,1295.86,1312.08
2183,Olimar,970,1391.47,1375.25
2184,Pit,971,1569.61,1576.33
2185,Marth,971,1446.47,1439.75
2186,Ike,972,1475.39,1468.38
2187,Wolf,972,1590.61,1597.62
2188,Luigi,973,1634.13,1641.34
2189,Dk,973,1524.03,1516.82
2190,Peach,974,1314.63,1311.22
2191,Wario,974,1434.74,1445.32
2192,Lucas,974,1486.01,1478.84
2193,Ganondorf,975,1341.22,1328.94
2194,Pokemon Trainer,975,1335.19,1347.47
2195,Captain Falcon,976,1473.55,1464.83
2196,Ness,976,1546.59,1555.31
2197,Bowser,977,1484.55,1474.26
2198,Rob,977,1521.99,1532.28
2199,Link,978,1562.2,1549.78
2200,Mario,978,1553.12,1565.54
2201,Mr Game & Watch,979,1582.79,1588.79
2202,Marth,979,1439.75,1433.75
2203,Samus,980,1546.47,1551.55
2204,Olimar,980,1375.25,1370.17
2205,Pit,981,1576.33,1581.56
2206,Yoshi,981,1535.18,1540.41
2207,Mario,981,1565.54,1560.31
2208,Lucas,981,1478.84,1473.61
2209,Sonic,982,1590.15,1594.34
2210,Zelda,982,1387.93,1383.74
2211,Pikachu,983,1635.65,1626.73
2212,Kirby,983,1649.46,1640.3
2213,Falco,983,1497.05,1515.13
2214,Lucario,984,1527.97,1537.53
2215,Bowser,984,1474.26,1464.7
2216,Sonic,985,1594.34,1604.39
2217,Samus,985,1551.55,1541.5
2218,Ness,986,1555.31,1566.25
2219,Rob,986,1532.28,1521.34
2220,Fox,987,1477.59,1485.05
2221,Falco,987,1515.13,1522.59
2222,Pit,987,1581.56,1574.1
2223,Yoshi,987,1540.41,1532.95
2224,Mr Game & Watch,988,1588.79,1600.11
2225,Pit,988,1574.1,1562.78
2226,Meta Knight,989,1642.91,1654.84
2227,Luigi,989,1641.34,1629.41
2228,Diddy Kong,990,1527.25,1542.53
2229,Toon Link,990,1600.23,1584.95
2230,Wolf,991,1597.62,1605.83
2231,Wario,991,1445.32,1443.42
2232,Mario,991,1560.31,1556.88
2233,Falco,991,1522.59,1519.71
2234,King Dedede,992,1477.95,1489.35
2235,Captain Falcon,992,1464.83,1453.43
2236,Lucario,993,1537.53,1546.26
2237,Bowser,993,1464.7,1455.97
2238,Mario,994,1556.88,1559.05
2239,Lucas,994,1473.61,1475.78
2240,Peach,994,1311.22,1309.05
2241,Jigglypuff,994,1324.96,1322.79
2242,Fox,995,1485.05,1490.61
2243,Ganondorf,995,1328.94,1323.38
2244,Rob,996,1521.34,1505.85
2245,Wario,996,1443.42,1458.91
2246,Kirby,997,1640.3,1650.46
2247,Mr Game & Watch,997,1600.11,1589.95
2248,Ice Climbers,998,1312.08,1308.56
2249,Samus,998,1541.5,1545.02
2250,Sonic,999,1604.39,1613.18
2251,Yoshi,999,1532.95,1524.16
2252,Pit,1000,1562.78,1548.81
2253,Falco,1000,1519.71,1533.68
2254,Luigi,1001,1629.41,1637.54
2255,Dk,1001,1516.82,1514.45
2256,Pikachu,1001,1626.73,1622.77
2257,Ike,1001,1468.38,1466.58
2258,Pokemon Trainer,1002,1347.47,1364.2
2259,Bowser,1002,1455.97,1439.24
2260,Jigglypuff,1003,1322.79,1310.16
2261,Peach,1003,1309.05,1321.68
2262,Fox,1004,1490.61,1505.69
2263,Mario,1004,1559.05,1543.97
2264,Rob,1005,1505.85,1517.09
2265,King Dedede,1005,1489.35,1478.11
2266,Toon Link,1006,1584.95,1571.34
2267,Link,1006,1549.78,1563.39
2268,Samus,1007,1545.02,1556.06
2269,Yoshi,1007,1524.16,1513.12
2270,Ice Climbers,1008,1308.56,1299.93
2271,Zelda,1008,1383.74,1392.37
2272,Marth,1009,1433.75,1431.56
2273,Snake,1009,1411.05,1408.86
2274,Pikachu,1009,1622.77,1624.96
2275,Sonic,1009,1613.18,1615.37
2276,Falco,1010,1533.68,1539.0
2277,Olimar,1010,1370.17,1364.85
2278,Dk,1011,1514.45,1532.35
2279,Meta Knight,1011,1654.84,1636.94
2280,Bowser,1012,1439.24,1447.88
2281,Pokemon Trainer,1012,1364.2,1355.56
2282,Captain Falcon,1013,1453.43,1446.32
2283,Ness,1013,1566.25,1573.36
2284,Mario,1014,1543.97,1540.37
2285,Lucas,1014,1475.78,1472.18
2286,Pikachu,1014,1624.96,1628.56
2287,Sonic,1014,1615.37,1618.97
2288,Toon Link,1015,1571.34,1555.22
2289,King Dedede,1015,1478.11,1494.23
2290,Diddy Kong,1016,1542.53,1530.7
2291,Lucario,1016,1546.26,1558.09
2292,Pikachu,1017,1628.56,1631.36
2293,Olimar,1017,1364.85,1362.05
2294,Mr Game & Watch,1018,1589.95,1594.74
2295,Snake,1018,1408.86,1404.07
2296,Pit,1019,1548.81,1557.14
2297,Ike,1019,1466.58,1458.25
2298,Ice Climbers,1020,1299.93,1293.52
2299,Marth,1020,1431.56,1437.97
2300,Meta Knight,1021,1636.94,1649.56
2301,Kirby,1021,1650.46,1637.84
2302,Ness,1022,1573.36,1579.99
2303,Bowser,1022,1447.88,1441.25
2304,Mr Game & Watch,1023,1594.74,1605.02
2305,Pit,1023,1557.14,1546.86
2306,Fox,1024,1505.69,1501.94
2307,Falco,1024,1539.0,1535.25
2308,Pikachu,1024,1631.36,1635.11
2309,Sonic,1024,1618.97,1622.72
2310,Rob,1025,1517.09,1527.47
2311,Link,1025,1563.39,1550.17
2312,Samus,1025,1556.06,1564.89
2313,Zelda,1025,1392.37,1386.38
2314,Lucario,1026,1558.09,1567.21
2315,King Dedede,1026,1494.23,1485.11
2316,Sonic,1027,1622.72,1606.84
2317,Falco,1027,1535.25,1551.13
2318,Diddy Kong,1028,1530.7,1515.48
2319,Wario,1028,1458.91,1474.13
2320,Meta Knight,1029,1649.56,1643.28
2321,Luigi,1029,1637.54,1647.52
2322,Dk,1029,1532.35,1528.65
2323,Captain Falcon,1030,1446.32,1452.56
2324,Jigglypuff,1030,1310.16,1303.92
2325,Link,1031,1550.17,1563.54
2326,Ness,1031,1579.99,1566.62
2327,Toon Link,1032,1555.22,1559.72
2328,Zelda,1032,1386.38,1390.88
2329,Ganondorf,1032,1323.38,1318.88
2330,King Dedede,1032,1485.11,1480.61
2331,Mario,1033,1540.37,1548.01
2332,Bowser,1033,1441.25,1433.61
2333,Diddy Kong,1034,1515.48,1509.76
2334,Rob,1034,1527.47,1538.61
2335,Fox,1034,1501.94,1496.53
2336,Olimar,1035,1362.05,1356.82
2337,Dk,1035,1528.65,1533.88
2338,Ice Climbers,1036,1293.52,1288.23
2339,Ike,1036,1458.25,1463.54
2340,Pit,1037,1546.86,1539.11
2341,Meta Knight,1037,1643.28,1651.03
2342,Snake,1038,1404.07,1401.98
2343,Sonic,1038,1606.84,1612.86
2344,Yoshi,1038,1513.12,1509.19
2345,Pikachu,1039,1635.11,1627.24
2346,Kirby,1039,1637.84,1629.91
2347,Falco,1039,1551.13,1566.93
2348,Mario,1040,1548.01,1555.06
2349,Bowser,1040,1433.61,1426.56
2350,Link,1041,1563.54,1570.72
2351,Captain Falcon,1041,1452.56,1445.38
2352,Wario,1042,1474.13,1479.81
2353,Peach,1042,1321.68,1316.0
2354,Ness,1043,1566.62,1550.45
2355,Lucas,1043,1472.18,1488.35
2356,Lucario,1044,1567.21,1576.03
2357,Fox,1044,1496.53,1487.71
2358,Yoshi,1045,1509.19,1516.51
2359,Snake,1045,1401.98,1394.66
2360,Zelda,1046,1390.88,1387.58
2361,Kirby,1046,1629.91,1633.21
2362,Pit,1047,1539.11,1543.01
2363,Olimar,1047,1356.82,1354.44
2364,Ice Climbers,1047,1288.23,1286.7
2365,Fox,1048,1487.71,1493.41
2366,Falco,1048,1566.93,1572.63
2367,Ike,1048,1463.54,1457.84
2368,Samus,1048,1564.89,1559.19
2369,Dk,1049,1533.88,1550.11
2370,Sonic,1049,1612.86,1605.1
2371,Luigi,1049,1647.52,1639.06
2372,Rob,1050,1538.61,1544.34
2373,Zelda,1050,1387.58,1381.85
2374,Bowser,1051,1426.56,1415.43
2375,Captain Falcon,1051,1445.38,1456.51
2376,Mario,1052,1555.06,1567.78
2377,Link,1052,1570.72,1558.0
2378,Ness,1053,1550.45,1539.62
2379,Lucario,1053,1576.03,1586.86
2380,Wario,1054,1479.81,1495.38
2381,Toon Link,1054,1559.72,1544.15
2382,Olimar,1055,1354.44,1351.38
2383,Mr Game & Watch,1055,1605.02,1608.08
2384,Ice Climbers,1056,1286.7,1309.06
2385,Pikachu,1056,1627.24,1604.88
2386,Samus,1057,1559.19,1570.45
2387,Pit,1057,1543.01,1531.75
2388,Kirby,1058,1633.21,1640.17
2389,Yoshi,1058,1516.51,1509.55
2390,Toon Link,1059,1544.15,1539.72
2391,Zelda,1059,1381.85,1377.42
2392,Fox,1059,1493.41,1497.84
2393,Falco,1059,1572.63,1577.06
2394,Ness,1060,1539.62,1547.92
2395,Captain Falcon,1060,1456.51,1448.21
2396,Lucario,1061,1586.86,1597.76
2397,Mario,1061,1567.78,1562.22
2398,Link,1061,1558.0,1552.66
2399,Mr Game & Watch,1062,1608.08,1621.55
2400,Kirby,1062,1640.17,1626.7
2401,Pikachu,1063,1604.88,1609.36
2402,Sonic,1063,1605.1,1609.58
2403,Fox,1063,1497.84,1493.36
2404,Falco,1063,1577.06,1572.58
2405,Falco,1064,1572.58,1586.27
2406,Sonic,1064,1609.58,1595.89
2407,Wario,1065,1495.38,1509.61
2408,Rob,1065,1544.34,1530.11
2409,Luigi,1066,1639.06,1649.54
2410,Wolf,1066,1605.83,1595.35
2411,Wario,1067,1509.61,1506.91
2412,Falco,1067,1586.27,1582.45
2413,Lucario,1067,1597.76,1607.56
2414,Dk,1067,1550.11,1546.83
2415,Bowser,1068,1415.43,1409.05
2416,Ness,1068,1547.92,1554.3
2417,Rob,1069,1530.11,1535.09
2418,Pokemon Trainer,1069,1355.56,1350.58
2419,Fox,1070,1493.36,1481.13
2420,Lucas,1070,1488.35,1500.58
2421,Toon Link,1071,1539.72,1526.35
2422,Diddy Kong,1071,1509.76,1523.13
2423,Mario,1072,1562.22,1573.78
2424,Link,1072,1552.66,1541.1
2425,Olimar,1073,1351.38,1361.45
2426,Ice Climbers,1073,1309.06,1298.99
2427,Dk,1074,1546.83,1557.12
2428,Yoshi,1074,1509.55,1499.26
2429,Meta Knight,1075,1651.03,1659.43
2430,Samus,1075,1570.45,1562.05
2431,Snake,1076,1394.66,1384.64
2432,Marth,1076,1437.97,1447.99
2433,Ike,1077,1457.84,1466.25
2434,Zelda,1077,1377.42,1369.01
2435,Peach,1078,1316.0,1328.13
2436,Ganondorf,1078,1318.88,1306.75
2437,Fox,1079,1481.13,1469.11
2438,King Dedede,1079,1480.61,1492.63
2439,Mario,1080,1573.78,1560.88
2440,Ness,1080,1554.3,1567.2
2441,Link,1081,1541.1,1528.42
2442,Toon Link,1081,1526.35,1539.03
2443,Rob,1082,1535.09,1543.23
2444,Captain Falcon,1082,1448.21,1440.07
2445,Mr Game & Watch,1083,1621.55,1623.41
2446,Ice Climbers,1083,1298.99,1297.13
2447,Snake,1084,1384.64,1376.93
2448,Luigi,1084,1649.54,1652.32
2449,Mario,1084,1560.88,1565.81
2450,Wolf,1085,1595.35,1582.76
2451,Falco,1085,1582.45,1595.04
2452,Sonic,1086,1595.89,1604.99
2453,Pit,1086,1531.75,1522.65
2454,Meta Knight,1087,1659.43,1666.95
2455,Dk,1087,1557.12,1549.6
2456,Jigglypuff,1088,1303.92,1292.05
2457,Ganondorf,1088,1306.75,1318.62
2458,Rob,1089,1543.23,1547.09
2459,Peach,1089,1328.13,1324.27
2460,Diddy Kong,1090,1523.13,1537.14
2461,Ness,1090,1567.2,1553.19
2462,Lucas,1091,1500.58,1512.21
2463,King Dedede,1091,1492.63,1481.0
2464,Fox,1092,1469.11,1478.39
2465,Bowser,1092,1409.05,1399.77
2466,Mr Game & Watch,1093,1623.41,1626.55
2467,Snake,1093,1376.93,1373.79
2468,Yoshi,1094,1499.26,1503.46
2469,Ice Climbers,1094,1297.13,1292.93
2470,Olimar,1095,1361.45,1373.8
2471,Zelda,1095,1369.01,1356.66
2472,Samus,1096,1562.05,1552.21
2473,Pikachu,1096,1609.36,1619.2
2474,Wolf,1097,1582.76,1572.76
2475,Kirby,1097,1626.7,1636.7
2476,Mr Game & Watch,1098,1626.55,1629.57
2477,Olimar,1098,1373.8,1370.78
2478,Ness,1099,1553.19,1546.82
2479,Diddy Kong,1099,1537.14,1550.17
2480,Mario,1099,1565.81,1559.15
2481,Sonic,1100,1604.99,1609.3
2482,Pikachu,1100,1619.2,1623.51
2483,Fox,1100,1478.39,1474.08
2484,Falco,1100,1595.04,1590.73
2485,Falco,1101,1590.73,1596.74
2486,Marth,1101,1447.99,1441.98
2487,Toon Link,1102,1539.03,1535.15
2488,Rob,1102,1547.09,1557.34
2489,Lucas,1102,1512.21,1508.74
2490,Fox,1102,1474.08,1471.17
2491,Ike,1103,1466.25,1484.7
2492,Sonic,1103,1609.3,1603.3
2493,Pikachu,1103,1623.51,1617.35
2494,Kirby,1103,1636.7,1630.4
2495,Luigi,1104,1652.32,1664.99
2496,Meta Knight,1104,1666.95,1654.28
2497,Wario,1105,1506.91,1499.33
2498,Lucario,1105,1607.56,1615.14
2499,Rob,1106,1557.34,1547.96
2500,Lucario,1106,1615.14,1624.52
2501,Ganondorf,1107,1318.62,1323.46
2502,Bowser,1107,1399.77,1404.61
2503,Peach,1107,1324.27,1319.43
2504,Jigglypuff,1107,1292.05,1287.21
2505,Snake,1108,1373.79,1388.78
2506,Captain Falcon,1108,1440.07,1425.08
2507,Lucario,1109,1624.52,1627.13
2508,Pokemon Trainer,1109,1350.58,1347.97
2509,Diddy Kong,1110,1550.17,1562.02
2510,Ness,1110,1546.82,1534.97
2511,Wario,1111,1499.33,1489.54
2512,Rob,1111,1547.96,1557.75
2513,Mr Game & Watch,1112,1629.57,1634.17
2514,Marth,1112,1441.98,1437.38
2515,Zelda,1113,1356.66,1351.41
2516,Pit,1113,1522.65,1527.9
2517,Snake,1114,1388.78,1396.55
2518,Ice Climbers,1114,1292.93,1285.16
2519,Dk,1115,1549.6,1535.5
2520,Yoshi,1115,1503.46,1517.56
2521,Sonic,1116,1603.3,1612.98
2522,Samus,1116,1552.21,1542.53
2523,Ganondorf,1117,1323.46,1335.27
2524,Bowser,1117,1404.61,1412.82
2525,Peach,1117,1319.43,1299.4
2526,Ness,1118,1534.97,1542.19
2527,Captain Falcon,1118,1425.08,1417.86
2528,King Dedede,1119,1481.0,1471.46
2529,Toon Link,1119,1535.15,1544.69
2530,Fox,1120,1471.17,1461.76
2531,Link,1120,1528.42,1537.83
2532,Lucas,1121,1508.74,1495.86
2533,Wario,1121,1489.54,1502.42
2534,Meta Knight,1122,1654.28,1656.73
2535,Olimar,1122,1370.78,1368.33
2536,Zelda,1123,1351.41,1341.47
2537,Snake,1123,1396.55,1406.49
2538,Pit,1124,1527.9,1515.42
2539,Yoshi,1124,1517.56,1530.04
2540,Fox,1125,1461.76,1466.22
2541,Falco,1125,1596.74,1601.2
2542,Ike,1125,1484.7,1480.24
2543,Marth,1125,1437.38,1432.92
2544,Luigi,1126,1664.99,1675.41
2545,Kirby,1126,1630.4,1619.98
2546,Link,1127,1537.83,1526.81
2547,Mario,1127,1559.15,1570.17
2548,Wario,1128,1502.42,1506.59
2549,Peach,1128,1299.4,1295.23
2550,Ganondorf,1129,1335.27,1332.55
2551,Bowser,1129,1412.82,1410.1
2552,Fox,1129,1466.22,1468.94
2553,Falco,1129,1601.2,1603.92
2554,Rob,1130,1557.75,1560.42
2555,Jigglypuff,1130,1287.21,1284.54
2556,Diddy Kong,1131,1562.02,1565.09
2557,Dk,1131,1535.5,1538.57
2558,King Dedede,1131,1471.46,1468.39
2559,Pokemon Trainer,1131,1347.97,1344.9
2560,Ness,1132,1542.19,1545.12
2561,Ice Climbers,1132,1285.16,1282.23
2562,Lucas,1133,1495.86,1502.41
2563,Olimar,1133,1368.33,1361.78
2564,Marth,1134,1432.92,1423.08
2565,Ike,1134,1480.24,1490.08
2566,Pikachu,1135,1617.35,1619.93
2567,Zelda,1135,1341.47,1338.89
2568,Snake,1136,1406.49,1399.23
2569,Pit,1136,1515.42,1522.68
2570,Lucario,1137,1627.13,1609.94
2571,Wario,1137,1506.59,1523.78
2572,Falco,1138,1603.92,1612.61
2573,Yoshi,1138,1530.04,1521.35
2574,Sonic,1139,1612.98,1605.28
2575,Pikachu,1139,1619.93,1612.23
2576,Fox,1139,1468.94,1476.64
2577,Falco,1139,1612.61,1620.31
2578,Diddy Kong,1140,1565.09,1577.32
2579,Mario,1140,1570.17,1557.94
2580,Mr Game & Watch,1141,1634.17,1641.33
2581,Pit,1141,1522.68,1515.52
2582,Lucario,1142,1609.94,1595.69
2583,Rob,1142,1560.42,1574.67
2584,Luigi,1143,1675.41,1684.26
2585,Sonic,1143,1605.28,1596.43
2586,Wario,1144,1523.78,1514.21
2587,Diddy Kong,1144,1577.32,1586.89
2588,Samus,1145,1542.53,1551.2
2589,King Dedede,1145,1468.39,1459.72
2590,Marth,1146,1423.08,1420.54
2591,Ice Climbers,1146,1282.23,1279.69
2592,Ness,1146,1545.12,1547.66
2593,Lucas,1146,1502.41,1504.95
2594,Pokemon Trainer,1147,1344.9,1339.8
2595,Pit,1147,1515.52,1520.62
2596,Sonic,1148,1596.43,1585.16
2597,Pikachu,1148,1612.23,1623.5
2598,Snake,1149,1399.23,1392.48
2599,Yoshi,1149,1521.35,1528.1
2600,Dk,1150,1538.57,1542.83
2601,Zelda,1150,1338.89,1334.63
2602,Captain Falcon,1151,1417.86,1427.32
2603,Olimar,1151,1361.78,1352.32
2604,Bowser,1152,1410.1,1408.79
2605,Peach,1152,1295.23,1293.92
2606,Meta Knight,1152,1656.73,1658.04
2607,Lucario,1152,1595.69,1597.0
2608,Link,1153,1526.81,1541.92
2609,Wolf,1153,1572.76,1565.71
2610,Kirby,1153,1619.98,1611.92
2611,Ice Climbers,1154,1279.69,1291.91
2612,Jigglypuff,1154,1284.54,1272.32
2613,Samus,1155,1551.2,1563.51
2614,Mario,1155,1557.94,1545.63
2615,Rob,1156,1574.67,1577.91
2616,Ganondorf,1156,1332.55,1329.31
2617,Fox,1157,1476.64,1486.1
2618,Marth,1157,1420.54,1411.08
2619,Sonic,1158,1585.16,1578.24
2620,Pit,1158,1520.62,1515.17
